"en_es_DEEP"	"MatConf"
"Algunas delegaciones enfatizaron la importancia de las conversaciones a seis bandas para encontrar una solución a la cuestión nuclear en la Península de Corea y pidieron que se trabajara para crear condiciones favorables para la reanudación de las conversaciones a seis bandas."	0
"Asimismo, el comando de la unidad nos entregó, mediante auto No. 206/1735 de 18 de febrero de 2005, autorización escrita de dicha parte, Ref. 36/2005, de 18 de febrero de 2005, que incluía la orden de mantener los coches de la comitiva de Hariri dentro del cuartel, cubrirlos con tiendas de campaña y ponerlos bajo vigilancia, lo cual se hizo."	1
"En las tres gobernaciones del norte, la finalización de un proyecto hídrico en Dahuk ha proporcionado agua potable a 250.000 personas."	0
"Desde enero, la MONUSCO ha documentado más de 100 incidentes denunciados contra miembros y partidarios de la oposición política, periodistas y defensores de los derechos humanos."	1
"32. La sentencia de primera instancia en la causa Ntawukulilyayo se dictó el 3 de agosto de 2010 y se emitió por escrito el 6 de agosto de 2010."	0
"La Comisión fue declarada operativa cuatro meses después del crimen real, lo que significa que los perpetradores y sus cómplices tuvieron mucho tiempo para destruir pruebas y/o confabularse entre sí, la capacidad de recordar a posibles testigos había disminuido y las omisiones previas y las inadvertidas o la pérdida y destrucción deliberadas de pruebas no se podía deshacer."	0
"También es imprudente e inapropiado permitir que Eritrea piense que su intento de chantajear al Consejo de Seguridad manteniendo como rehén al personal de la MINUEE funcionaría."	1
"A partir de dicha fecha, esa decisión estableció una prohibición de los vínculos comerciales, económicos, financieros, de transporte y de otro tipo con Abjasia a nivel estatal."	1
"a) Promover la adopción de marcos jurídicos nacionales amplios e integrados de lucha contra el terrorismo, de conformidad con el estado de derecho y las obligaciones en materia de derechos humanos, y mejorar las capacidades nacionales para investigar, enjuiciar y juzgar actos terroristas, incluso solicitando asistencia para el desarrollo de capacidades como necesario;"	0
"El plan estratégico \"Fuerza 2020\" constituye un paso importante en este sentido."	0
"5. El Parlamento suspendió su primera sesión legislativa de 2012 el 14 de mayo."	0
"El Ayuntamiento elegido en octubre eligió a un croata moderado como primer alcalde de una Mostar unificada."	0
"\"El Consejo de Seguridad expresa su grave preocupación por el creciente atrincheramiento en el Sahel de elementos terroristas, incluidos Al Qaida en el Magreb Islámico (AQMI), grupos afiliados y otros grupos extremistas, y sus consecuencias para los países de la región y más allá."	0
"El general de brigada solicitó que cesaran los disparos para permitir que sus hijos fueran evacuados de la casa."	1
"Alienta [a la misión] y al equipo de las Naciones Unidas en el país a que sigan ayudando al Gobierno a impedir el reclutamiento de refugiados y niños por grupos armados y a mantener el carácter civil de los campamentos de refugiados y los lugares de desplazados internos, en coordinación con [las fuerzas de seguridad nacionales ] y la comunidad humanitaria."	0
"Dos sospechosos del ataque están detenidos en la prisión construida en el marco del Programa contra Delitos Marítimos de la ONUDD."	1
"Sin duda, soldados de ambos bandos murieron en los combates y, con toda probabilidad, primero las fuerzas rebeldes y luego las fuerzas gubernamentales tomaron represalias."	1
"Comité del Consejo de Seguridad establecido de conformidad con"	0
"Los vehículos fueron entregados a Rai Los junto con 31 uniformes de la URP PNTL el 23 de mayo. El 24 de mayo, Rai Los y sus hombres, vestidos con estos uniformes de la URP, participaron en el ataque a los soldados de las F-FDTL que patrullaban."	1
"El PNUD reunió a varias instituciones para resaltar el papel crucial de los medios de comunicación en el apoyo al proceso electoral."	0
"La Misión ha reevaluado sus compromisos operacionales a la luz de los refuerzos limitados autorizados en virtud de la resolución."	1
"Arabia Saudita multiplicó la pérdida de producción declarada por hectárea por el número total de hectáreas para obtener una pérdida de producción total de aproximadamente 6.124 toneladas."	0
"Otra área en la que la Dirección Ejecutiva ve margen para seguir trabajando es una mayor integración de los enfoques de derechos humanos en los programas de lucha contra el terrorismo."	0
"Entre ellos se encontraba un muchacho de 15 años que había sido arrestado en Nyala, Darfur del Norte, en noviembre de 2004 cuando regresaba a casa del trabajo."	1
"Indohaadde tiene un \"representante especial\" que maneja las operaciones de las granjas de drogas en su nombre y utiliza su milicia para proteger sus granjas de drogas."	1
"Naves espaciales (únicas o múltiples), incluidos satélites;"	0
"El ombudsman tendría autoridad para examinar esas peticiones, así como otros casos planteados por iniciativa propia, y recomendar al Comité la adopción de medidas."	0
"Los siguientes son ejemplos de indicadores que caen dentro de este dominio:"	0
"Las mujeres y los niños, en particular las niñas, se han visto afectados por la nueva violencia y los conflictos asociados con la proliferación de milicias y grupos armados, en algunos casos relacionados con el extremismo violento, mientras que muchos conflictos prolongados siguen sin resolverse."	1
"Está previsto que la capacitación de los nuevos reclutas concluya en los próximos meses y elevará la dotación del DIS a aproximadamente 1.000 oficiales."	0
"No puede significar renunciar a compromisos con quienes desean regresar a sus hogares y necesitan apoyo para cumplir sus aspiraciones. No puede ser un sustituto de las políticas actuales, sino que debería ser un complemento de ellas."	0
"Una vez al año se realiza un inventario de registros."	0
"También recomienda que el Gobierno de Nepal se comprometa claramente con la reintegración de los niños asociados con fuerzas y grupos armados, y que mejore la protección jurídica de los niños penalizando el reclutamiento de niños y enjuiciando a los violadores de los derechos de los niños."	0
"La amenaza a la seguridad y la estabilidad del Afganistán que plantean los terroristas, los delincuentes y quienes participan en el tráfico ilícito de drogas es real y debe abordarse continuamente."	0
"Demandantes que poseían documentos de viaje sirios"	0
"En total, 393 personas murieron en esas masacres, entre ellas 93 niños y 48 mujeres, lo que representa el 36% de las víctimas, lo que indica una política deliberada de atacar a mujeres y niños."	1
"La Dirección Ejecutiva ayudará al Comité a iniciar un debate sobre la exploración de las necesidades de asistencia técnica de los Estados para la aplicación de la resolución 1624 (2005) y a facilitar la prestación de dicha asistencia, según corresponda."	0
"El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 militares, incluidos 200 observadores y 125 oficiales de estado mayor, hasta 120 policías civiles y el personal civil apropiado. La ONUB, que se desplegará a partir del 1º de junio de 2004 por un período inicial de seis meses, estaría compuesta inicialmente por fuerzas de la Misión Africana en Burundi."	1
"43. Otras fuentes de financiación siguen siendo importantes, incluidos los ingresos de actividades delictivas transnacionales organizadas como el contrabando y la trata de personas."	1
"Los avances logrados -y no hay duda de que los ha habido- deben considerarse en el contexto de los desafíos que ha enfrentado Kosovo."	0
"Lugar de nacimiento: Moossou, GrandBassam, Costa de Marfil"	0
"En agosto de 2005, en el aeropuerto de Abidján, el Grupo vio tres nuevos vehículos Mitsubishi L-200 4x4 registrados a nombre de la FACI circulando por la base militar transportando personal y equipo."	1
"24. Los problemas de orden público siguen contribuyendo a la frágil situación de seguridad en algunas zonas de Katanga donde el Gobierno de Transición no ha establecido mecanismos de seguridad eficaces para la protección de los civiles."	1
"Además, más de 1.000 casas fueron quemadas y se registraron varios casos de destrucción, saqueo y tratos inhumanos."	1
"Un niño de 10 años fue una de las 14 personas asesinadas en una oleada de violencia comunitaria en el distrito de Kapilvastu en septiembre de 2007."	1
"Si bien el Equipo y muchos Estados creen que la expresión \"armas y material conexo de todo tipo\" (resolución 1735 (2006), párr. 1 c)) se aplica por igual a los explosivos militares, civiles y improvisados, algunos han comentado que sería imposible impedir el suministro de explosivos civiles o de materiales para bombas caseras."	1
"Se declaró abierta la sesión a las 13.00 horas."	0
"Por ejemplo, la Comisión descubrió que mujeres que iban al mercado o buscaban agua en Tarne, Darfur septentrional, fueron secuestradas, retenidas durante dos o tres días y violadas por miembros del ejército alrededor de marzo de 2003."	1
"CARTA DE FECHA 8 DE FEBRERO DE 1999 DEL REPRESENTANTE PERMANENTE DE"	0
