"es"	"MatConf"
"La Subsecretaria General también señaló que el EIIL y todas las demás partes en el conflicto estaban matando e hiriendo personas y destruyendo aldeas, pueblos y ciudades con impunidad."	1
"Las repercusiones de la muerte de Khalil Ibrahim para el proceso de paz de Darfur se verán con el tiempo."	1
"En 2005 se creó también un subgrupo destinado a cuestiones forenses."	0
"A partir de ese momento, esos oficiales permanecieron bajo su mando y fueron armados con fusiles Steyr."	1
"Informe del Secretario General sobre la situación en Abyei"	0
"A finales de agosto, el ACNUR tenía contabilizado un déficit de 18.000 viviendas."	0
"El Estado ha impuesto restricciones abiertamente discriminatorias contra las mujeres con el deseo de mantener el estereotipo sexista de la mujer coreana pura e inocente."	1
"Se tiene el propósito de que el sistema esté a disposición de los diversos grupos de usuarios, incluidos la Dirección Ejecutiva del Comité contra el Terrorismo y los expertos nombrados para apoyar al Comité establecido en virtud de la resolución 1540 (2004), asegurando al mismo tiempo la protección del material proporcionado por los Estados Miembros con carácter confidencial."	0
"En esa visión será importante prestar atención al principio de la no discriminación por razones de origen nacional."	0
"Se hicieron listas de nombres y de los números de serie correspondientes de las armas entregadas, pero los destinatarios no indicaron con su firma que las habían recibido."	1
"27. La segunda corrección recomendada se refiere a una reclamación por pérdidas comerciales presentada por otro reclamante."	0
"El tráfico transfronterizo de carbón vegetal ha servido de sustento a Al-Shabaab y le ha permitido respaldar sus incursiones en Kenya."	1
"Medidas adoptadas por los Estados de la cuenca del río Mano"	0
"En el ataque se utilizaron dos helicópteros artillados y un avión Antonov, posiblemente para fines de reconocimiento."	1
"1.16 ¿Dispone Mauricio de tecnología para detectar documentos de viaje falsificados?"	0
"Un cabecilla de los piratas somalíes, Mohamed Abdi Hassan, apodado \"Afweyne\", fue detenido en octubre de 2013 en Bruselas. Otro importante jefe pirata, Mohamed Garfanji, fue detenido en agosto de 2014 en Mogadiscio acusado de posesión ilegal de armas y de otros cargos relacionados con la piratería."	1
"En general, disminuyó el número de operaciones militares de las FARDC apoyadas por la MONUSCO. Del 6 al 15 de febrero, la Misión prestó apoyo a la operación de las FARDC denominada Mapema Mupya (Nuevo Amanecer) en la zona de Kanyabayonga, Kivu del Norte, que tenía por objetivo disuadir a los grupos armados de llevar a cabo actividades y aumentar la protección de los civiles."	1
"16. Expresa su profunda solidaridad con las víctimas del terrorismo y sus familiares, y alienta a la Dirección Ejecutiva del Comité contra el Terrorismo a que tenga en cuenta la importante función que pueden desempeñar las redes de víctimas y supervivientes en la lucha contra el terrorismo, en estrecha cooperación con el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y sus grupos de trabajo pertinentes;"	0
"Tampoco ha habido pruebas de que el Gobierno hubiese detenido a los perpetradores de los ataques contra civiles de conformidad con el comunicado conjunto y la resolución 1556 (2004)."	1
"33. Decide seguir ocupándose de la cuestión."	0
"Las indicaciones preliminares son que la explosión tuvo lugar en la comitiva del Primer Ministro Hariri pero todavía no se conocen las consecuencias."	1
"Que se celebrará a puerta cerrada el domingo 19 de diciembre de 2010, a las 17.30 horas"	0
"Como ocurrió en ocasiones anteriores, el Asesor Especial advirtió sobre las medidas adoptadas por \"elementos perturbadores\" que estaban socavando la transición del Yemen y que amenazaban su paz, seguridad y estabilidad y observó que el país se encontraba en una coyuntura crítica. También describió el avance de la milicia Houthi, que había invadido Saná, y ocupado varios edificios públicos; informó que habían aumentado los ataques de Al-Qaida en la Península Arábiga, y que algunos estaban relacionados con la política general y la situación de seguridad y expresó preocupación por la situación en el sur del país."	1
"En la mañana del 12 de marzo de 2012, los grupos terroristas perpetraron otra horrible masacre en varios distritos de la ciudad de Homs en la que perdieron la vida alrededor de 45 civiles y que se suma a las atrocidades que cometen esos grupos en otras zonas de la República Árabe Siria."	1
"Todo ello requiere una lucha sumamente decidida contra arraigados actores no estatales, cuya existencia representa una amenaza y un obstáculo para el pleno ejercicio de la soberanía del Estado afgano."	0
"Por ejemplo, se llevaron a cabo emboscadas y ataques asimétricos y con cohetes contra los bienes y el personal de la Misión Multidimensional Integrada de Estabilización de las Naciones Unidas en Malí (MINUSMA)."	1
"Se podría considerar que el pueblo de Kulbus era un objetivo militar, dada la presencia del campamento militar."	1
":: Pedir a las misiones que presten apoyo a los gobiernos anfitriones para hacer frente a la violencia sexual de forma explícita en los procesos de desarme, desmovilización y reintegración, los procesos de reforma del sector de la seguridad y las iniciativas de reforma del sector de la justicia, así como para elaborar y aplicar planes de acción concretos y con plazos determinados para luchar contra la violencia sexual relacionada con los conflictos."	0
"La Comisión ha identificado a 14 miembros de las milicias Janjaweed de quienes se sospecha que cometieron un crimen internacional con arreglo al concepto de asociación ilícita."	1
"Los incidentes con DEI a menudo resultan en un gran número de bajas civiles, una gran destrucción de infraestructura y la perturbación económica de comunidades enteras."	1
"Es imposible describir en el presente informe todos los casos de asesinato que la Comisión ha documentado."	1
"iii) La Feria Comercial Afroárabe"	0
":: Hacer padecer hambre, como método de guerra, a las personas civiles, privándolas de los bienes indispensables para su supervivencia, incluida la obstaculización intencionada de los suministros de socorro de acuerdo con lo dispuesto en el derecho internacional humanitario."	1
"Decide que la prohibición de viajar impuesta en virtud del párrafo 1 b) no se aplicará a las personas descritas en el párrafo 9, cuando el Comité determine, caso por caso, que la entrada o el tránsito se justifican, decide también que las exenciones de ese tipo aprobadas por el Comité solo podrán concederse por el período solicitado para viajar al lugar o los lugares especificados, encomienda al Comité que adopte una decisión respecto de las solicitudes de exención de ese tipo, así como de las solicitudes para modificar o prorrogar exenciones concedidas anteriormente o la solicitud de un Estado Miembro de revocar exenciones concedidas anteriormente en un plazo de diez días tras su recepción, y afirma que, pese a cualquier exención relativa a la prohibición de viajar, las personas incluidas en la Lista siguen estando sujetas a las demás medidas descritas en el párrafo 1 de la presente resolución;"	0
"Tras una minuciosa investigación, el Gobierno estadounidense comprobó que Ahmed Abu Khattalah había sido una figura clave en esos ataques armados."	0
"La víctima quedó embarazada como consecuencia de la violación y había dado a luz."	1
"No proliferación (véanse los documentos S/2006/10/Add.12 y 30)"	0
"Se prevé su combinación en binomios, trinomios o polinomios."	0
"La Misión preguntó a los militares del Gobierno sobre los rumores según los cuales unas 70 personas, en su mayoría musulmanes, habían muerto a manos de soldados del Gobierno después de que éstos recuperaran la ciudad."	1
"Las mercaderías y vehículos se declaran en la aduana mediante los siguientes trámites:"	0
"A modo de ejemplo, la industria nuclear respondió al mayor escrutinio y a los nuevos temores de que los terroristas adquirieran armas de destrucción en masa después de los atentados del 11 de septiembre de 2001 e intentó resolver las inquietudes relacionadas con la no proliferación de manera proactiva."	1
"Entre esas personas se encuentran las que se identifiquen como fundamentales para el adoctrinamiento y el reclutamiento de terroristas suicidas."	1
"La República Popular Democrática de Corea utiliza también la propaganda para incitar el odio nacionalista hacia los enemigos oficiales del Estado, es decir, el Japón, los Estados Unidos de América y la República de Corea, y sus ciudadanos."	1
"La batalla por el control de Baidoa indicó que los elementos de la oposición habían coordinado sus esfuerzos para vencer a las fuerzas del Gobierno."	1
"En una reunión con la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC), celebrada el 5 de agosto, el nuevo Ministro de Justicia reseñó las nuevas iniciativas del Gobierno para reestructurar la Dependencia a fin de ajustarla a los objetivos de la Iniciativa de la Costa de África Occidental. El 27 de octubre, más de 100 parlamentarios y representantes del Gobierno aprobaron una declaración política en la que reiteraron la decisión de Guinea-Bissau de apoyar las iniciativas de lucha contra la delincuencia organizada transnacional, incluido el tráfico de drogas, la corrupción, el blanqueo de dinero y el terrorismo, e instaron a las Naciones Unidas a que siguieran ayudando a fortalecer las instituciones nacionales en esa esfera."	0
